,,HL,IME,JL,LN,hour,date and hour,24h,Heat_time_z1,Heat_time_z2,Heat_time_z3,Heat_time_z4
,,,,,,1708,10/19/21,3,1,1,0,0
,,,,,,1709,10/19/21,4,1,1,0,0
,,,,,,1710,10/19/21,5,1,1,0,0
,,,,,,1711,10/19/21,6,1,1,0,0
,,,,,,1712,10/19/21,7,1,1,0,0
,,,,,,1713,10/19/21,8,1,1,0,0
,,,,,,1714,10/19/21,9,1,1,0,0
,,,,,,1715,10/19/21,10,1,1,0,0
,,,,,,1716,10/19/21,11,1,1,0,0
,,,,,,1717,10/19/21,12,1,1,0,0
,,,,,,1718,10/19/21,13,1,1,0,0
,,,,,,1719,10/19/21,14,1,1,0,0
,,,,,,1720,10/19/21,15,1,1,0,0
,,,,,,1721,10/19/21,16,1,1,0,0
,,,,,,1722,10/19/21,17,1,1,0,0
,,,,,,1723,10/19/21,18,1,1,0,0
,,,,,,1724,10/19/21,19,1,1,0,0
,,,,,,1725,10/19/21,20,1,1,0,0
,,,,,,1726,10/19/21,21,1,1,0,0
,,,,,,1727,10/19/21,22,1,1,0,0
,,,,,,1728,10/19/21,23,1,1,0,0
,,,,,,1729,10/20/21,0,1,1,1,0
,,,,,,1730,10/20/21,1,1,1,1,0
,,,,,,1731,10/20/21,2,1,1,1,0
,,,,,,1732,10/20/21,3,1,1,1,0
,,,,,,1733,10/20/21,4,1,1,1,0
,,,,,,1734,10/20/21,5,1,1,1,0
,,,,,,1735,10/20/21,6,1,1,1,0
,,,,,,1736,10/20/21,7,1,1,1,0
,,,,,,1737,10/20/21,8,1,1,1,0
,,,,,,1738,10/20/21,9,1,1,1,0
,,,,,,1739,10/20/21,10,1,1,1,0
,,,,,,1740,10/20/21,11,1,1,1,0
,,,,,,1741,10/20/21,12,1,1,1,0
,,,,,,1742,10/20/21,13,1,1,1,0
,,,,,,1743,10/20/21,14,1,1,1,0
,,,,,,1744,10/20/21,15,1,1,1,0
,,,,,,1745,10/20/21,16,1,1,1,0
,,,,,,1746,10/20/21,17,1,1,1,0
,,,,,,1747,10/20/21,18,1,1,1,0
,,,,,,1748,10/20/21,19,1,1,1,0
,,,,,,1749,10/20/21,20,1,1,1,0
,,,,,,1750,10/20/21,21,1,1,1,0
,,,,,,1751,10/20/21,22,1,1,1,0
,,,,,,1752,10/20/21,23,1,1,1,0
,,,,,,1753,10/21/21,0,1,1,1,0
,,,,,,1754,10/21/21,1,1,1,1,0
,,,,,,1755,10/21/21,2,1,1,1,0
,,,,,,1756,10/21/21,3,1,1,1,0
,,,,,,1757,10/21/21,4,1,1,1,0
,,,,,,1758,10/21/21,5,1,1,1,0
,,,,,,1759,10/21/21,6,1,1,1,0
,,,,,,1760,10/21/21,7,1,1,1,0
,,,,,,1761,10/21/21,8,1,1,1,0
,,,,,,1762,10/21/21,9,1,1,1,0
,,,,,,1763,10/21/21,10,1,1,1,0
,,,,,,1764,10/21/21,11,1,1,1,0
,,,,,,1765,10/21/21,12,1,1,1,0
,,,,,,1766,10/21/21,13,1,1,1,0
,,,,,,1767,10/21/21,14,1,1,1,0
,,,,,,1768,10/21/21,15,1,1,1,0
,,,,,,1769,10/21/21,16,1,1,1,0
,,,,,,1770,10/21/21,17,1,1,1,0
,,,,,,1771,10/21/21,18,1,1,1,0
,,,,,,1772,10/21/21,19,1,1,1,0
,,,,,,1773,10/21/21,20,1,1,1,0
,,,,,,1774,10/21/21,21,1,1,1,0
,,,,,,1775,10/21/21,22,1,1,1,0
,,,,,,1776,10/21/21,23,1,1,1,0
,,,,,,1777,10/22/21,0,1,1,1,0
,,,,,,1778,10/22/21,1,1,1,1,0
,,,,,,1779,10/22/21,2,1,1,1,0
,,,,,,1780,10/22/21,3,1,1,1,0
,,,,,,1781,10/22/21,4,1,1,1,0
,,,,,,1782,10/22/21,5,1,1,1,0
,,,,,,1783,10/22/21,6,1,1,1,0
,,,,,,1784,10/22/21,7,1,1,1,0
,,,,,,1785,10/22/21,8,1,1,1,0
,,,,,,1786,10/22/21,9,1,1,1,0
,,,,,,1787,10/22/21,10,1,1,1,0
,,,,,,1788,10/22/21,11,1,1,1,0
,,,,,,1789,10/22/21,12,1,1,1,0
,,,,,,1790,10/22/21,13,1,1,1,0
,,,,,,1791,10/22/21,14,1,1,1,0
,,,,,,1792,10/22/21,15,1,1,1,0
,,,,,,1793,10/22/21,16,1,1,1,0
,,,,,,1794,10/22/21,17,1,1,1,0
,,,,,,1795,10/22/21,18,1,1,1,0
,,,,,,1796,10/22/21,19,1,1,1,0
,,,,,,1797,10/22/21,20,1,1,1,0
,,,,,,1798,10/22/21,21,1,1,1,0
,,,,,,1799,10/22/21,22,1,1,1,0
,,,,,,1800,10/22/21,23,1,1,1,0
,,,,,,1801,10/23/21,0,1,1,1,0
,,,,,,1802,10/23/21,1,1,1,1,0
,,,,,,1803,10/23/21,2,1,1,1,0
,,,,,,1804,10/23/21,3,1,1,1,0
,,,,,,1805,10/23/21,4,1,1,1,0
,,,,,,1806,10/23/21,5,1,1,1,0
,,,,,,1807,10/23/21,6,1,1,1,0
,,,,,,1808,10/23/21,7,1,1,1,0
,,,,,,1809,10/23/21,8,1,1,1,0
,,,,,,1810,10/23/21,9,1,1,1,0
,,,,,,1811,10/23/21,10,1,1,1,0
,,,,,,1812,10/23/21,11,1,1,1,0
,,,,,,1813,10/23/21,12,1,1,1,0
,,,,,,1814,10/23/21,13,1,1,1,0
,,,,,,1815,10/23/21,14,1,1,1,0
,,,,,,1816,10/23/21,15,1,1,1,0
,,,,,,1817,10/23/21,16,1,1,1,0
,,,,,,1818,10/23/21,17,1,1,1,0
,,,,,,1819,10/23/21,18,1,1,1,0
,,,,,,1820,10/23/21,19,1,1,1,0
,,,,,,1821,10/23/21,20,1,1,1,0
,,,,,,1822,10/23/21,21,1,1,1,0
,,,,,,1823,10/23/21,22,1,1,1,0
,,,,,,1824,10/23/21,23,1,1,1,0
,,,,,,1825,10/24/21,0,1,1,1,0
,,,,,,1826,10/24/21,1,1,1,1,0
,,,,,,1827,10/24/21,2,1,1,1,0
,,,,,,1828,10/24/21,3,1,1,1,0
,,,,,,1829,10/24/21,4,1,1,1,0
,,,,,,1830,10/24/21,5,1,1,1,0
,,,,,,1831,10/24/21,6,1,1,1,0
,,,,,,1832,10/24/21,7,1,1,1,0
,,,,,,1833,10/24/21,8,1,1,1,0
,,,,,,1834,10/24/21,9,1,1,1,0
,,,,,,1835,10/24/21,10,1,1,1,0
,,,,,,1836,10/24/21,11,1,1,1,0
,,,,,,1837,10/24/21,12,1,1,1,0
,,,,,,1838,10/24/21,13,1,1,1,0
,,,,,,1839,10/24/21,14,1,1,1,0
,,,,,,1840,10/24/21,15,1,1,1,0
,,,,,,1841,10/24/21,16,1,1,1,0
,,,,,,1842,10/24/21,17,1,1,1,0
,,,,,,1843,10/24/21,18,1,1,1,0
,,,,,,1844,10/24/21,19,1,1,1,0
,,,,,,1845,10/24/21,20,1,1,1,0
,,,,,,1846,10/24/21,21,1,1,1,0
,,,,,,1847,10/24/21,22,1,1,1,0
,,,,,,1848,10/24/21,23,1,1,1,0
,,,,,,1849,10/25/21,0,1,1,1,0
,,,,,,1850,10/25/21,1,1,1,1,0
,,,,,,1851,10/25/21,2,1,1,1,0
,,,,,,1852,10/25/21,3,1,1,1,0
,,,,,,1853,10/25/21,4,1,1,1,0
,,,,,,1854,10/25/21,5,1,1,1,0
,,,,,,1855,10/25/21,6,1,1,1,0
,,,,,,1856,10/25/21,7,1,1,1,0
,,,,,,1857,10/25/21,8,1,1,1,0
,,,,,,1858,10/25/21,9,1,1,1,0
,,,,,,1859,10/25/21,10,1,1,1,0
,,,,,,1860,10/25/21,11,1,1,1,0
,,,,,,1861,10/25/21,12,1,1,1,0
,,,,,,1862,10/25/21,13,1,1,1,0
,,,,,,1863,10/25/21,14,1,1,1,0
,,,,,,1864,10/25/21,15,1,1,1,0
,,,,,,1865,10/25/21,16,1,1,1,0
,,,,,,1866,10/25/21,17,1,1,1,0
,,,,,,1867,10/25/21,18,1,1,1,0
,,,,,,1868,10/25/21,19,1,1,1,0
,,,,,,1869,10/25/21,20,1,1,1,0
,,,,,,1870,10/25/21,21,1,1,1,0
,,,,,,1871,10/25/21,22,1,1,1,0
,,,,,,1872,10/25/21,23,1,1,1,0
,,,,,,1873,10/26/21,0,1,1,1,0
,,,,,,1874,10/26/21,1,1,1,1,0
,,,,,,1875,10/26/21,2,1,1,1,0
,,,,,,1876,10/26/21,3,1,1,1,0
,,,,,,1877,10/26/21,4,1,1,1,0
,,,,,,1878,10/26/21,5,1,1,1,0
,,,,,,1879,10/26/21,6,1,1,1,0
,,,,,,1880,10/26/21,7,1,1,1,0
,,,,,,1881,10/26/21,8,1,1,1,0
,,,,,,1882,10/26/21,9,1,1,1,0
,,,,,,1883,10/26/21,10,1,1,1,0
,,,,,,1884,10/26/21,11,1,1,1,0
,,,,,,1885,10/26/21,12,1,1,1,0
,,,,,,1886,10/26/21,13,1,1,1,0
,,,,,,1887,10/26/21,14,1,1,1,0
,,,,,,1888,10/26/21,15,1,1,1,0
,,,,,,1889,10/26/21,16,1,1,1,0
,,,,,,1890,10/26/21,17,1,1,1,0
,,,,,,1891,10/26/21,18,1,1,1,0
,,,,,,1892,10/26/21,19,1,1,1,0
,,,,,,1893,10/26/21,20,1,1,1,0
,,,,,,1894,10/26/21,21,1,1,1,0
,,,,,,1895,10/26/21,22,1,1,1,0
,,,,,,1896,10/26/21,23,1,1,1,0
,,,,,,1897,10/27/21,0,1,1,1,0
,,,,,,1898,10/27/21,1,1,1,1,0
,,,,,,1899,10/27/21,2,1,1,1,0
,,,,,,1900,10/27/21,3,1,1,1,0
,,,,,,1901,10/27/21,4,1,1,1,0
,,,,,,1902,10/27/21,5,1,1,1,0
,,,,,,1903,10/27/21,6,1,1,1,0
,,,,,,1904,10/27/21,7,1,1,1,0
,,,,,,1905,10/27/21,8,1,1,1,0
,,,,,,1906,10/27/21,9,1,1,1,0
,,,,,,1907,10/27/21,10,1,1,1,0
,,,,,,1908,10/27/21,11,1,1,1,0
,,,,,,1909,10/27/21,12,1,1,1,0
,,,,,,1910,10/27/21,13,1,1,1,0
,,,,,,1911,10/27/21,14,1,1,1,0
,,,,,,1912,10/27/21,15,1,1,1,0
,,,,,,1913,10/27/21,16,1,1,1,0
,,,,,,1914,10/27/21,17,1,1,1,0
,,,,,,1915,10/27/21,18,1,1,1,0
,,,,,,1916,10/27/21,19,1,1,1,0
,,,,,,1917,10/27/21,20,1,1,1,0
,,,,,,1918,10/27/21,21,1,1,1,0
,,,,,,1919,10/27/21,22,1,1,1,0
,,,,,,1920,10/27/21,23,1,1,1,0
,,,,,,1921,10/28/21,0,1,1,1,0
,,,,,,1922,10/28/21,1,1,1,1,0
,,,,,,1923,10/28/21,2,1,1,1,0
,,,,,,1924,10/28/21,3,1,1,1,0
,,,,,,1925,10/28/21,4,1,1,1,0
,,,,,,1926,10/28/21,5,1,1,1,0
,,,,,,1927,10/28/21,6,1,1,1,0
,,,,,,1928,10/28/21,7,1,1,1,0
,,,,,,1929,10/28/21,8,1,1,1,0
,,,,,,1930,10/28/21,9,1,1,1,0
,,,,,,1931,10/28/21,10,1,1,1,0
,,,,,,1932,10/28/21,11,1,1,1,0
,,,,,,1933,10/28/21,12,1,1,1,0
,,,,,,1934,10/28/21,13,1,1,1,0
,,,,,,1935,10/28/21,14,1,1,1,0
,,,,,,1936,10/28/21,15,1,1,1,0
,,,,,,1937,10/28/21,16,1,1,1,0
,,,,,,1938,10/28/21,17,1,1,1,0
,,,,,,1939,10/28/21,18,1,1,1,0
,,,,,,1940,10/28/21,19,1,1,1,0
,,,,,,1941,10/28/21,20,1,1,1,0
,,,,,,1942,10/28/21,21,1,1,1,0
,,,,,,1943,10/28/21,22,1,1,1,0
,,,,,,1944,10/28/21,23,1,1,1,0
,,,,,,1945,10/29/21,0,1,1,1,0
,,,,,,1946,10/29/21,1,1,1,1,0
,,,,,,1947,10/29/21,2,1,1,1,0
,,,,,,1948,10/29/21,3,1,1,1,0
,,,,,,1949,10/29/21,4,1,1,1,0
,,,,,,1950,10/29/21,5,1,1,1,0
,,,,,,1951,10/29/21,6,1,1,1,0
,,,,,,1952,10/29/21,7,1,1,1,0
,,,,,,1953,10/29/21,8,1,1,1,0
,,,,,,1954,10/29/21,9,1,1,1,0
,,,,,,1955,10/29/21,10,1,1,1,0
,,,,,,1956,10/29/21,11,1,1,1,0
,,,,,,1957,10/29/21,12,1,1,1,0
,,,,,,1958,10/29/21,13,1,1,1,0
,,,,,,1959,10/29/21,14,1,1,1,0
,,,,,,1960,10/29/21,15,1,1,1,0
,,,,,,1961,10/29/21,16,1,1,1,0
,,,,,,1962,10/29/21,17,1,1,1,0
,,,,,,1963,10/29/21,18,1,1,1,0
,,,,,,1964,10/29/21,19,1,1,1,0
,,,,,,1965,10/29/21,20,1,1,1,0
,,,,,,1966,10/29/21,21,1,1,1,0
,,,,,,1967,10/29/21,22,1,1,1,0
,,,,,,1968,10/29/21,23,1,1,1,0
,,,,,,1969,10/30/21,0,1,1,1,0
,,,,,,1970,10/30/21,1,1,1,1,0
,,,,,,1971,10/30/21,2,1,1,1,0
,,,,,,1972,10/30/21,3,1,1,1,0
,,,,,,1973,10/30/21,4,1,1,1,0
,,,,,,1974,10/30/21,5,1,1,1,0
,,,,,,1975,10/30/21,6,1,1,1,0
,,,,,,1976,10/30/21,7,1,1,1,0
,,,,,,1977,10/30/21,8,1,1,1,0
,,,,,,1978,10/30/21,9,1,1,1,0
,,,,,,1979,10/30/21,10,1,1,1,0
,,,,,,1980,10/30/21,11,1,1,1,0
,,,,,,1981,10/30/21,12,1,1,1,0
,,,,,,1982,10/30/21,13,1,1,1,0
,,,,,,1983,10/30/21,14,1,1,1,0
,,,,,,1984,10/30/21,15,1,1,1,0
,,,,,,1985,10/30/21,16,1,1,1,0
,,,,,,1986,10/30/21,17,1,1,1,0
,,,,,,1987,10/30/21,18,1,1,1,0
,,,,,,1988,10/30/21,19,1,1,1,0
,,,,,,1989,10/30/21,20,1,1,1,0
,,,,,,1990,10/30/21,21,1,1,1,0
,,,,,,1991,10/30/21,22,1,1,1,0
,,,,,,1992,10/30/21,23,1,1,1,0
,,,,,,1993,10/31/21,0,1,1,1,0
,,,,,,1994,10/31/21,1,1,1,1,0
,,,,,,1995,10/31/21,2,1,1,1,0
,,,,,,1996,10/31/21,3,1,1,1,0
,,,,,,1997,10/31/21,4,1,1,1,0
,,,,,,1998,10/31/21,5,1,1,1,0
,,,,,,1999,10/31/21,6,1,1,1,0
,,,,,,2000,10/31/21,7,1,1,1,0
,,,,,,2001,10/31/21,8,1,1,1,0
,,,,,,2002,10/31/21,9,1,1,1,0
,,,,,,2003,10/31/21,10,1,1,1,0
,,,,,,2004,10/31/21,11,1,1,1,0
,,,,,,2005,10/31/21,12,1,1,1,0
,,,,,,2006,10/31/21,13,1,1,1,0
,,,,,,2007,10/31/21,14,1,1,1,0
,,,,,,2008,10/31/21,15,1,1,1,0
,,,,,,2009,10/31/21,16,1,1,1,0
,,,,,,2010,10/31/21,17,1,1,1,0
,,,,,,2011,10/31/21,18,1,1,1,0
,,,,,,2012,10/31/21,19,1,1,1,0
,,,,,,2013,10/31/21,20,1,1,1,0
,,,,,,2014,10/31/21,21,1,1,1,0
,,,,,,2015,10/31/21,22,1,1,1,0
,,,,,,2016,10/31/21,23,1,1,1,0
